ID start end name
f0t0e88 1268.2 1272.24 thumbtack
f0t0e89 1272.24 1277.68 thumbtack
f0t0e90 1277.68 1281.84 thumbtack
f0t0e91 1281.84 1287.56 thumbtack
f0t0e92 1287.56 1291.68 thumbtack
f0t0e93 1291.68 1295.72 rail
f0t0e94 1298.32 1301.64 seat
f0t0e95 1310.72 1315 thumbtack
f0t0e96 1316.84 1321.44 thumbtack
f0t0e97 1322.68 1326 thumbtack
f0t0e98 1334.12 1336.72 rail
f0t0e99 1350.76 1356.28 rail
f0t0e100 1389.32 1393.52 thumbtack
f0t0e101 1398.68 1402 thumbtack
f0t0e102 1407.12 1410.04 thumbtack
f0t0e103 1411.32 1415.92 thumbtack
f0t0e104 1415.92 1421.16 thumbtack
f0t0e105 1421.16 1427.24 thumbtack
f0t0e106 1427.24 1431.96 stickynotes
f0t0e107 1431.96 1433.96 marker
f0t0e108 1441.36 1447.72 tape
f0t0e109 1447.72 1453.12 scissors
f0t0e110 1532.36 1535.68 stile
f0t0e111 1535.68 1537.76 rail
f0t0e112 1537.76 1540.92 rail
f0t0e113 1540.92 1548.12 rail
f0t0e114 1548.12 1553.16 stile
f0t0e115 1559.88 1563.44 thumbtack
f0t0e116 1565.44 1569.32 thumbtack
f0t0e117 1574.04 1578.64 thumbtack
f0t0e118 1581.16 1584.48 thumbtack
f0t0e119 1588.04 1591.4 thumbtack
f0t0e120 1594.64 1599.52 thumbtack
f0t0e121 1602.8 1605.88 seat
f0t0e122 1612.16 1618.36 thumbtack
f0t0e123 1619.96 1623.64 thumbtack
f0t0e124 1625.92 1630.92 thumbtack
f0t0e125 1632.72 1637 thumbtack
f0t0e126 1640.16 1643.28 rail
f0t0e127 1651.92 1654.88 rail
f0t0e128 1676.08 1679.6 rail
f0t0e129 1701.68 1706.88 thumbtack
f0t0e130 1710.68 1715.12 thumbtack
f0t0e131 1717.44 1720.04 thumbtack
f0t0e132 1722.12 1725.44 thumbtack
f0t0e133 1726.56 1729.92 thumbtack
f0t0e134 1731.04 1734.72 thumbtack
f0t0e135 1737.16 1741.72 stickynotes
f0t0e136 1741.72 1744.6 marker
f0t0e137 1750.4 1756.92 tape
f0t0e138 1756.92 1763.68 scissors
