ID start end name
f0t0e62 1286.92 1291.6 stile
f0t0e63 1302.72 1307.76 seat
f0t0e64 1316.16 1318.96 rail
f0t0e65 1326.92 1330.36 rail
f0t0e66 1340.04 1343.16 rail
f0t0e67 1365.2 1369.52 thumbtack
f0t0e68 1372.32 1375.48 thumbtack
f0t0e69 1379.08 1381 thumbtack
f0t0e70 1383.44 1385.24 thumbtack
f0t0e71 1387.08 1390.68 thumbtack
f0t0e72 1393.16 1395.08 thumbtack
f0t0e73 1398.4 1400.52 thumbtack
f0t0e74 1404.72 1406.12 thumbtack
f0t0e75 1412.56 1414.32 thumbtack
f0t0e76 1416.08 1420.36 thumbtack
f0t0e77 1423.24 1425.32 thumbtack
f0t0e78 1427.48 1429.56 thumbtack
f0t0e79 1439.68 1441.76 thumbtack
f0t0e80 1444.72 1446.64 thumbtack
f0t0e81 1449.64 1451.68 thumbtack
f0t0e82 1462.6 1464.92 thumbtack
f0t0e83 1468.44 1471.88 stickynotes
f0t0e84 1471.92 1474.48 marker
f0t0e85 1491.44 1495.24 tape
f0t0e86 1495.24 1497.96 scissors
f0t0e87 1658.4 1661.84 stile
f0t0e88 1663.52 1666.72 rail
f0t0e89 1668.28 1671.76 rail
f0t0e90 1674.36 1677.4 rail
f0t0e91 1680.32 1684.2 stile
f0t0e92 1694.28 1698.76 seat
f0t0e93 1707.8 1711.48 rail
f0t0e94 1715.84 1718.92 rail
f0t0e95 1722.24 1725.04 rail
f0t0e96 1739.52 1744.44 thumbtack
f0t0e97 1747.04 1749.28 thumbtack
f0t0e98 1751.88 1753.64 thumbtack
f0t0e99 1756.96 1759.24 thumbtack
f0t0e100 1762.52 1764.88 thumbtack
f0t0e101 1768.88 1770.72 thumbtack
f0t0e102 1772.68 1775.16 thumbtack
f0t0e103 1778.76 1780.68 thumbtack
f0t0e104 1787.6 1789.8 thumbtack
f0t0e105 1792.36 1794.32 thumbtack
f0t0e106 1796.6 1799.44 thumbtack
f0t0e107 1801.72 1804.92 thumbtack
f0t0e108 1807.24 1809.04 thumbtack
f0t0e109 1810.92 1812.96 thumbtack
f0t0e110 1815.72 1817.4 thumbtack
f0t0e111 1819.4 1821.24 thumbtack
f0t0e112 1835.2 1840.24 marker
f0t0e113 1840.24 1842.28 stickynotes
f0t0e114 1865.88 1869.68 tape
f0t0e115 1869.68 1874.88 scissors
f0t0e116 1994.24 1997.6 stile
f0t0e117 1999.2 2002.84 rail
f0t0e118 2005.52 2008.4 rail
f0t0e119 2009.92 2013.08 rail
f0t0e120 2015.52 2021.8 stile
f0t0e121 2043.16 2046.36 seat
f0t0e122 2054.6 2058.48 rail
f0t0e123 2065.16 2068.64 rail
f0t0e124 2073.04 2076.84 rail
f0t0e125 2092.8 2097.8 thumbtack
f0t0e126 2101.16 2103.44 thumbtack
f0t0e127 2106.44 2108.72 thumbtack
f0t0e128 2112.64 2114.68 thumbtack
f0t0e129 2118.48 2119.92 thumbtack
f0t0e130 2123.56 2125.32 thumbtack
f0t0e131 2128.4 2130.28 thumbtack
f0t0e132 2134.08 2137.04 thumbtack
f0t0e133 2139.56 2143.96 thumbtack
f0t0e134 2146.84 2148.84 thumbtack
f0t0e135 2151.32 2154.64 thumbtack
f0t0e136 2157.16 2158.72 thumbtack
f0t0e137 2161.2 2162.88 thumbtack
f0t0e138 2167.6 2169.32 thumbtack
f0t0e139 2171.92 2173.48 thumbtack
f0t0e140 2176.36 2178.2 thumbtack
f0t0e141 2180.4 2185.88 stickynotes
f0t0e142 2185.88 2188.52 marker
f0t0e143 2188.52 2192.04 scissors
f0t0e144 2202.28 2205.52 tape
